ridership,route_id,route_name,route_type,service_period,day
17.9,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2015,sunday
18.9,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2015,sunday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2012,sunday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2012,sunday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2012,sunday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2013,sunday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2013,sunday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2013,sunday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2014,sunday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2014,sunday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2014,sunday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2015,sunday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2015,sunday
,228,228-BURLESON,Feeder,Spring 2012,sunday
,228,228-BURLESON,Feeder,Summer 2012,sunday
,228,228-BURLESON,Feeder,Fall 2012,sunday
,228,228-BURLESON,Feeder,Spring 2013,sunday
,228,228-BURLESON,Feeder,Summer 2013,sunday
,228,228-BURLESON,Feeder,Fall 2013,sunday
,228,228-BURLESON,Feeder,Spring 2014,sunday
,228,228-BURLESON,Feeder,Summer 2014,sunday
,228,228-BURLESON,Feeder,Fall 2014,sunday
,228,228-BURLESON,Feeder,Spring 2015,sunday
,228,228-BURLESON,Feeder,Summer 2015,sunday
,237,237-NORTHEAST FLEX,Feeder,Spring 2012,sunday
,237,237-NORTHEAST FLEX,Feeder,Summer 2012,sunday
,237,237-NORTHEAST FLEX,Feeder,Fall 2012,sunday
,237,237-NORTHEAST FLEX,Feeder,Spring 2013,sunday
,237,237-NORTHEAST FLEX,Feeder,Summer 2013,sunday
,237,237-NORTHEAST FLEX,Feeder,Fall 2013,sunday
,237,237-NORTHEAST FLEX,Feeder,Spring 2014,sunday
,237,237-NORTHEAST FLEX,Feeder,Summer 2014,sunday
,237,237-NORTHEAST FLEX,Feeder,Fall 2014,sunday
,237,237-NORTHEAST FLEX,Feeder,Spring 2015,sunday
6.1,237,237-NORTHEAST FLEX,Feeder,Summer 2015,sunday
,238,238-WESTGATE,Feeder,Spring 2012,sunday
,238,238-WESTGATE,Feeder,Summer 2012,sunday
,238,238-WESTGATE,Feeder,Fall 2012,sunday
11.3,238,238-WESTGATE,Feeder,Spring 2013,sunday
11.4,238,238-WESTGATE,Feeder,Summer 2013,sunday
11.3,238,238-WESTGATE,Feeder,Fall 2013,sunday
11.2,238,238-WESTGATE,Feeder,Spring 2014,sunday
12.6,238,238-WESTGATE,Feeder,Summer 2014,sunday
11.4,238,238-WESTGATE,Feeder,Fall 2014,sunday
10.1,238,238-WESTGATE,Feeder,Spring 2015,sunday
10.8,238,238-WESTGATE,Feeder,Summer 2015,sunday
19.4,240,240-PARKFIELD,Feeder,Spring 2012,sunday
17.9,240,240-PARKFIELD,Feeder,Summer 2012,sunday
22.5,240,240-PARKFIELD,Feeder,Fall 2012,sunday
15.5,240,240-PARKFIELD,Feeder,Spring 2013,sunday
19.6,240,240-PARKFIELD,Feeder,Summer 2013,sunday
19.3,240,240-PARKFIELD,Feeder,Fall 2013,sunday
17.1,240,240-PARKFIELD,Feeder,Spring 2014,sunday
16.9,240,240-PARKFIELD,Feeder,Summer 2014,sunday
11.9,240,240-PARKFIELD,Feeder,Fall 2014,sunday
13.0,240,240-PARKFIELD,Feeder,Spring 2015,sunday
15.3,240,240-PARKFIELD,Feeder,Summer 2015,sunday
11.4,243,243-WELLS BRANCH,Feeder,Spring 2012,sunday
12.4,243,243-WELLS BRANCH,Feeder,Summer 2012,sunday
13.9,243,243-WELLS BRANCH,Feeder,Fall 2012,sunday
14.0,243,243-WELLS BRANCH,Feeder,Spring 2013,sunday
13.8,243,243-WELLS BRANCH,Feeder,Summer 2013,sunday
14.9,243,243-WELLS BRANCH,Feeder,Fall 2013,sunday
12.7,243,243-WELLS BRANCH,Feeder,Spring 2014,sunday
12.4,243,243-WELLS BRANCH,Feeder,Summer 2014,sunday
12.4,243,243-WELLS BRANCH,Feeder,Fall 2014,sunday
12.9,243,243-WELLS BRANCH,Feeder,Spring 2015,sunday
13.3,243,243-WELLS BRANCH,Feeder,Summer 2015,sunday
,271,271-DEL VALLE FLEX,Feeder,Spring 2012,sunday
,271,271-DEL VALLE FLEX,Feeder,Summer 2012,sunday
,271,271-DEL VALLE FLEX,Feeder,Fall 2012,sunday
,271,271-DEL VALLE FLEX,Feeder,Spring 2013,sunday
,271,271-DEL VALLE FLEX,Feeder,Summer 2013,sunday
,271,271-DEL VALLE FLEX,Feeder,Fall 2013,sunday
,271,271-DEL VALLE FLEX,Feeder,Spring 2014,sunday
,271,271-DEL VALLE FLEX,Feeder,Summer 2014,sunday
,271,271-DEL VALLE FLEX,Feeder,Fall 2014,sunday
,271,271-DEL VALLE FLEX,Feeder,Spring 2015,sunday
,271,271-DEL VALLE FLEX,Feeder,Summer 2015,sunday
,275,275-N. LAMAR,Feeder,Spring 2012,sunday
,275,275-N. LAMAR,Feeder,Summer 2012,sunday
,275,275-N. LAMAR,Feeder,Fall 2012,sunday
,275,275-N. LAMAR,Feeder,Spring 2013,sunday
,275,275-N. LAMAR,Feeder,Summer 2013,sunday
,275,275-N. LAMAR,Feeder,Fall 2013,sunday
25.6,275,275-N. LAMAR,Feeder,Spring 2014,sunday
28.9,275,275-N. LAMAR,Feeder,Summer 2014,sunday
27.2,275,275-N. LAMAR,Feeder,Fall 2014,sunday
24.8,275,275-N. LAMAR,Feeder,Spring 2015,sunday
25.7,275,275-N. LAMAR,Feeder,Summer 2015,sunday
32.8,300,300-GOVALLE,Crosstown,Spring 2012,sunday
33.0,300,300-GOVALLE,Crosstown,Summer 2012,sunday
33.8,300,300-GOVALLE,Crosstown,Fall 2012,sunday
35.7,300,300-GOVALLE,Crosstown,Spring 2013,sunday
34.7,300,300-GOVALLE,Crosstown,Summer 2013,sunday
31.8,300,300-GOVALLE,Crosstown,Fall 2013,sunday
34.2,300,300-GOVALLE,Crosstown,Spring 2014,sunday
36.9,300,300-GOVALLE,Crosstown,Summer 2014,sunday
35.6,300,300-GOVALLE,Crosstown,Fall 2014,sunday
30.4,300,300-GOVALLE,Crosstown,Spring 2015,sunday
33.5,300,300-GOVALLE,Crosstown,Summer 2015,sunday
18.3,311,311-STASSNEY,Crosstown,Spring 2012,sunday
18.3,311,311-STASSNEY,Crosstown,Summer 2012,sunday
20.4,311,311-STASSNEY,Crosstown,Fall 2012,sunday
20.9,311,311-STASSNEY,Crosstown,Spring 2013,sunday
20.8,311,311-STASSNEY,Crosstown,Summer 2013,sunday
20.4,311,311-STASSNEY,Crosstown,Fall 2013,sunday
20.5,311,311-STASSNEY,Crosstown,Spring 2014,sunday
22.0,311,311-STASSNEY,Crosstown,Summer 2014,sunday
20.1,311,311-STASSNEY,Crosstown,Fall 2014,sunday
17.1,311,311-STASSNEY,Crosstown,Spring 2015,sunday
20.8,311,311-STASSNEY,Crosstown,Summer 2015,sunday
21.5,320,320-ST JOHNS,Crosstown,Spring 2012,sunday
22.9,320,320-ST JOHNS,Crosstown,Summer 2012,sunday
24.4,320,320-ST JOHNS,Crosstown,Fall 2012,sunday
24.4,320,320-ST JOHNS,Crosstown,Spring 2013,sunday
24.9,320,320-ST JOHNS,Crosstown,Summer 2013,sunday
22.3,320,320-ST JOHNS,Crosstown,Fall 2013,sunday
22.6,320,320-ST JOHNS,Crosstown,Spring 2014,sunday
25.6,320,320-ST JOHNS,Crosstown,Summer 2014,sunday
22.3,320,320-ST JOHNS,Crosstown,Fall 2014,sunday
22.1,320,320-ST JOHNS,Crosstown,Spring 2015,sunday
22.9,320,320-ST JOHNS,Crosstown,Summer 2015,sunday
16.3,323,323-ANDERSON,Crosstown,Spring 2012,sunday
13.9,323,323-ANDERSON,Crosstown,Summer 2012,sunday
13.8,323,323-ANDERSON,Crosstown,Fall 2012,sunday
15.0,323,323-ANDERSON,Crosstown,Spring 2013,sunday
13.0,323,323-ANDERSON,Crosstown,Summer 2013,sunday
17.0,323,323-ANDERSON,Crosstown,Fall 2013,sunday
14.3,323,323-ANDERSON,Crosstown,Spring 2014,sunday
16.2,323,323-ANDERSON,Crosstown,Summer 2014,sunday
15.2,323,323-ANDERSON,Crosstown,Fall 2014,sunday
13.4,323,323-ANDERSON,Crosstown,Spring 2015,sunday
15.6,323,323-ANDERSON,Crosstown,Summer 2015,sunday
33.2,325,325-OHLEN ,Crosstown,Spring 2012,sunday
36.9,325,325-OHLEN ,Crosstown,Summer 2012,sunday
28.7,325,325-OHLEN ,Crosstown,Fall 2012,sunday
35.8,325,325-OHLEN ,Crosstown,Spring 2013,sunday
39.6,325,325-OHLEN ,Crosstown,Summer 2013,sunday
27.3,325,325-OHLEN ,Crosstown,Fall 2013,sunday
31.5,325,325-OHLEN ,Crosstown,Spring 2014,sunday
38.6,325,325-OHLEN ,Crosstown,Summer 2014,sunday
25.0,325,325-OHLEN ,Crosstown,Fall 2014,sunday
28.4,325,325-OHLEN ,Crosstown,Spring 2015,sunday
37.4,325,325-OHLEN ,Crosstown,Summer 2015,sunday
31.2,331,331-OLTORF,Crosstown,Spring 2012,sunday
34.4,331,331-OLTORF,Crosstown,Summer 2012,sunday
34.6,331,331-OLTORF,Crosstown,Fall 2012,sunday
34.4,331,331-OLTORF,Crosstown,Spring 2013,sunday
32.8,331,331-OLTORF,Crosstown,Summer 2013,sunday
32.4,331,331-OLTORF,Crosstown,Fall 2013,sunday
32.6,331,331-OLTORF,Crosstown,Spring 2014,sunday
35.1,331,331-OLTORF,Crosstown,Summer 2014,sunday
33.2,331,331-OLTORF,Crosstown,Fall 2014,sunday
27.9,331,331-OLTORF,Crosstown,Spring 2015,sunday
30.5,331,331-OLTORF,Crosstown,Summer 2015,sunday
18.5,333,333-WILLIAM CANNON,Crosstown,Spring 2012,sunday
19.6,333,333-WILLIAM CANNON,Crosstown,Summer 2012,sunday
22.5,333,333-WILLIAM CANNON,Crosstown,Fall 2012,sunday
22.7,333,333-WILLIAM CANNON,Crosstown,Spring 2013,sunday
22.8,333,333-WILLIAM CANNON,Crosstown,Summer 2013,sunday
22.3,333,333-WILLIAM CANNON,Crosstown,Fall 2013,sunday
19.7,333,333-WILLIAM CANNON,Crosstown,Spring 2014,sunday
22.4,333,333-WILLIAM CANNON,Crosstown,Summer 2014,sunday
22.6,333,333-WILLIAM CANNON,Crosstown,Fall 2014,sunday
19.8,333,333-WILLIAM CANNON,Crosstown,Spring 2015,sunday
18.8,333,333-WILLIAM CANNON,Crosstown,Summer 2015,sunday
18.7,338,338-LAMAR/45TH,Crosstown,Spring 2012,sunday
18.3,338,338-LAMAR/45TH,Crosstown,Summer 2012,sunday
19.9,338,338-LAMAR/45TH,Crosstown,Fall 2012,sunday
21.3,338,338-LAMAR/45TH,Crosstown,Spring 2013,sunday
21.0,338,338-LAMAR/45TH,Crosstown,Summer 2013,sunday
21.9,338,338-LAMAR/45TH,Crosstown,Fall 2013,sunday
19.9,338,338-LAMAR/45TH,Crosstown,Spring 2014,sunday
20.5,338,338-LAMAR/45TH,Crosstown,Summer 2014,sunday
18.7,338,338-LAMAR/45TH,Crosstown,Fall 2014,sunday
16.9,338,338-LAMAR/45TH,Crosstown,Spring 2015,sunday
18.3,338,338-LAMAR/45TH,Crosstown,Summer 2015,sunday
18.9,350,350-AIRPORT BLVD,Crosstown,Spring 2012,sunday
21.5,350,350-AIRPORT BLVD,Crosstown,Summer 2012,sunday
21.4,350,350-AIRPORT BLVD,Crosstown,Fall 2012,sunday
18.8,350,350-AIRPORT BLVD,Crosstown,Spring 2013,sunday
18.3,350,350-AIRPORT BLVD,Crosstown,Summer 2013,sunday
17.2,350,350-AIRPORT BLVD,Crosstown,Fall 2013,sunday
18.8,350,350-AIRPORT BLVD,Crosstown,Spring 2014,sunday
20.5,350,350-AIRPORT BLVD,Crosstown,Summer 2014,sunday
18.5,350,350-AIRPORT BLVD,Crosstown,Fall 2014,sunday
17.9,350,350-AIRPORT BLVD,Crosstown,Spring 2015,sunday
18.5,350,350-AIRPORT BLVD,Crosstown,Summer 2015,sunday
19.6,383,383-RESEARCH,Crosstown,Spring 2012,sunday
19.4,383,383-RESEARCH,Crosstown,Summer 2012,sunday
18.0,383,383-RESEARCH,Crosstown,Fall 2012,sunday
21.6,383,383-RESEARCH,Crosstown,Spring 2013,sunday
21.6,383,383-RESEARCH,Crosstown,Summer 2013,sunday
21.5,383,383-RESEARCH,Crosstown,Fall 2013,sunday
19.0,383,383-RESEARCH,Crosstown,Spring 2014,sunday
20.2,383,383-RESEARCH,Crosstown,Summer 2014,sunday
12.4,383,383-RESEARCH,Crosstown,Fall 2014,sunday
14.5,383,383-RESEARCH,Crosstown,Spring 2015,sunday
18.1,383,383-RESEARCH,Crosstown,Summer 2015,sunday
10.8,392,392-BRAKER,Crosstown,Spring 2012,sunday
12.0,392,392-BRAKER,Crosstown,Summer 2012,sunday
11.4,392,392-BRAKER,Crosstown,Fall 2012,sunday
11.8,392,392-BRAKER,Crosstown,Spring 2013,sunday
12.2,392,392-BRAKER,Crosstown,Summer 2013,sunday
10.9,392,392-BRAKER,Crosstown,Fall 2013,sunday
10.5,392,392-BRAKER,Crosstown,Spring 2014,sunday
10.3,392,392-BRAKER,Crosstown,Summer 2014,sunday
10.0,392,392-BRAKER,Crosstown,Fall 2014,sunday
9.0,392,392-BRAKER,Crosstown,Spring 2015,sunday
10.4,392,392-BRAKER,Crosstown,Summer 2015,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2012,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2012,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2012,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2013,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2013,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2013,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2014,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2014,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2014,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2015,sunday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2015,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2012,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2012,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2012,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2013,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2013,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2013,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2014,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2014,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2014,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2015,sunday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2015,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2012,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2012,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2012,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2013,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2013,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2013,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2014,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2014,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2014,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2015,sunday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2015,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2012,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2012,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2012,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2013,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2013,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2013,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2014,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2014,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2014,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2015,sunday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2015,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2012,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2012,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2012,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2013,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2013,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2013,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2014,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2014,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2014,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2015,sunday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2015,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2012,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2012,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2012,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2013,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2013,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2013,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2014,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2014,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2014,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2015,sunday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2015,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2012,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2012,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2012,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2013,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2013,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2013,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2014,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2014,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2014,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2015,sunday
,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2015,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2012,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2012,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2012,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2013,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2013,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2013,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2014,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2014,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2014,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2015,sunday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2015,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2012,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2012,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2012,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2013,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2013,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2013,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2014,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2014,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2014,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2015,sunday
,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2015,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2012,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2012,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2012,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2013,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2013,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2013,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2014,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2014,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2014,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2015,sunday
,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2015,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2012,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2012,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2012,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2013,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2013,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2013,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2014,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2014,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2014,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2015,sunday
,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2015,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2012,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2012,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2012,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2013,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2013,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2013,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2014,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2014,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2014,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2015,sunday
,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2015,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2012,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2012,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2012,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2013,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2013,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2013,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2014,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2014,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2014,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2015,sunday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2015,sunday
,491,491-ALLANDALE,Special Services - Senior,Spring 2012,sunday
,491,491-ALLANDALE,Special Services - Senior,Summer 2012,sunday
,491,491-ALLANDALE,Special Services - Senior,Fall 2012,sunday
,491,491-ALLANDALE,Special Services - Senior,Spring 2013,sunday
,491,491-ALLANDALE,Special Services - Senior,Summer 2013,sunday
,491,491-ALLANDALE,Special Services - Senior,Fall 2013,sunday
,491,491-ALLANDALE,Special Services - Senior,Spring 2014,sunday
,491,491-ALLANDALE,Special Services - Senior,Summer 2014,sunday
,491,491-ALLANDALE,Special Services - Senior,Fall 2014,sunday
,491,491-ALLANDALE,Special Services - Senior,Spring 2015,sunday
,491,491-ALLANDALE,Special Services - Senior,Summer 2015,sunday
,492,492-DELWOOD,Special Services - Senior,Spring 2012,sunday
,492,492-DELWOOD,Special Services - Senior,Summer 2012,sunday
,492,492-DELWOOD,Special Services - Senior,Fall 2012,sunday
,492,492-DELWOOD,Special Services - Senior,Spring 2013,sunday
,492,492-DELWOOD,Special Services - Senior,Summer 2013,sunday
,492,492-DELWOOD,Special Services - Senior,Fall 2013,sunday
,492,492-DELWOOD,Special Services - Senior,Spring 2014,sunday
,492,492-DELWOOD,Special Services - Senior,Summer 2014,sunday
,492,492-DELWOOD,Special Services - Senior,Fall 2014,sunday
,492,492-DELWOOD,Special Services - Senior,Spring 2015,sunday
,492,492-DELWOOD,Special Services - Senior,Summer 2015,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Spring 2012,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Summer 2012,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Fall 2012,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Spring 2013,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Summer 2013,sunday
60.6,550,550-METRO RAIL RED LINE,MetroRail,Fall 2013,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Spring 2014,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Summer 2014,sunday
46.1,550,550-METRO RAIL RED LINE,MetroRail,Fall 2014,sunday
62.0,550,550-METRO RAIL RED LINE,MetroRail,Spring 2015,sunday
,550,550-METRO RAIL RED LINE,MetroRail,Summer 2015,sunday
33.0,640,640-FA FORTY ACRES,UT Shuttle,Spring 2012,sunday
10.3,640,640-FA FORTY ACRES,UT Shuttle,Summer 2012,sunday
